City,Location,Bedrooms,Bathrooms,Floor_no,Floor_area,Occupancy_status,Price_in_taka
chattogram,"Patharghata, Kotwali",3.0,3.0,8,1775.0,vacant,12137500
chattogram,"Chatteshwari Road, 15 No. Bagmoniram Ward",3.0,3.0,5,1700.0,vacant,10500000
chattogram,"Chatteshwari Road, 15 No. Bagmoniram Ward",3.0,3.0,3,1430.0,vacant,8500000
chattogram,"Ambagan Road, Railway Colony",2.0,2.0,1,900.0,vacant,4500000
chattogram,"18 No. East Bakalia Ward, Bakalia",3.0,3.0,4,1325.0,vacant,5300000
chattogram,"Yakub Future Park Housing, Khulshi",3.0,4.0,7,1646.0,vacant,11028200
chattogram,"Sheikh Mujib Road, Double Mooring",3.3205479452054796,3.1990867579908677,6,10500.0,vacant,147000000
chattogram,"25 No. Rampur Ward, Double Mooring",3.0,3.0,3,1588.0,vacant,9800000
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",3.0,3.0,7,1175.0,vacant,5875000
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",3.0,3.0,7,1545.0,vacant,7725000
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",3.0,3.0,7,1336.0,vacant,6680000
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",3.0,3.0,6,1699.0,vacant,8495000
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",3.0,3.0,6,1739.0,vacant,8695000
chattogram,"Hill View R/A, Bayazid",3.0,3.0,3,1440.0,vacant,6000000
chattogram,"Hill View R/A, Bayazid",3.0,3.0,3,1440.0,vacant,6192000
chattogram,"Hill View R/A, Bayazid",3.0,3.0,4,1440.0,vacant,6000000
chattogram,"Hill View R/A, Bayazid",3.0,3.0,2,1440.0,vacant,6192000
chattogram,"Hill View R/A, Bayazid",3.0,3.0,2,1440.0,vacant,6192000
chattogram,"39 No. South Halishahar Ward, Halishahar",3.3205479452054796,3.1990867579908677,1,129.0,vacant,3725000
chattogram,"39 No. South Halishahar Ward, Halishahar",3.3205479452054796,3.1990867579908677,1,176.0,vacant,4400000
chattogram,"39 No. South Halishahar Ward, Halishahar",3.3205479452054796,3.1990867579908677,1,110.0,vacant,2750000
chattogram,"Zakir Hossain Road, Khulshi",3.0,4.0,1,2200.0,vacant,13000000
chattogram,"Zakir Hossain Road, Khulshi",3.0,4.0,6,2000.0,vacant,13000000
chattogram,"Goaltuli Lane, 22 No. Enayet Bazaar Ward",3.0,2.0,3,1290.0,vacant,8000000
chattogram,"Colonel Hat, 10 No. North Kattali Ward",3.0,3.0,2,1397.0,vacant,5838000
chattogram,"Polytechnic, Bayazid",3.0,4.0,6,1630.0,vacant,8500000
chattogram,"Green Valley, Bayazid",3.0,3.0,1,1370.0,vacant,6500000
chattogram,"Road No 1, South Khulsi",3.3205479452054796,3.1990867579908677,1,1564.5138504155125,occupied,7500000
chattogram,,3.3205479452054796,3.1990867579908677,1,1564.5138504155125,occupied,54235
chattogram,,3.3205479452054796,3.1990867579908677,1,1564.5138504155125,occupied,6669
chattogram,"Nasirabad, 15 No. Bagmoniram Ward",3.3205479452054796,3.1990867579908677,1,1564.5138504155125,occupied,14000000
chattogram,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",3.3205479452054796,3.1990867579908677,1,1564.5138504155125,occupied,350000000
chattogram,"Nasirabad, Bayazid",3.0,3.0,2,1314.0,vacant,7570000
chattogram,"Yakub Future Park Housing, Khulshi",3.0,3.0,9,1650.0,vacant,9675000
chattogram,"Katalgonj, Panchlaish",3.0,3.0,4,1500.0,vacant,11000000
chattogram,"26 No. North Halishahar Ward, Halishahar",3.0,3.0,2,2200.0,vacant,12100000
chattogram,"Dewan Bazar, Bakalia",3.0,3.0,1,1206.0,vacant,5427000
chattogram,"Nasirabad Housing Society, Muradpur",3.0,4.0,5,1900.0,vacant,14100000
chattogram,"CDA Avenue, Sholokbahar",3.3205479452054796,3.1990867579908677,5,93.0,vacant,2418000
chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3.3205479452054796,3.1990867579908677,1,110.0,vacant,3850000
chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3.3205479452054796,3.1990867579908677,1,111.0,vacant,3885000
chattogram,"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",2.0,2.0,5,1120.0,vacant,6720000
chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",3.0,3.0,4,1700.0,vacant,8160000
chattogram,"South Agrabad, Double Mooring",3.0,3.0,2,1075.0,vacant,5052500
chattogram,"Chadra Nagar, Bayazid",2.0,2.0,6,1050.0,vacant,4000000
chattogram,"39 No. South Halishahar Ward, Halishahar",3.3205479452054796,3.1990867579908677,1,138.0,vacant,3950000
chattogram,"17 No West Bakalia Ward, Bakalia",2.0,2.0,6,864.0,vacant,4800000
chattogram,"West Khulshi, 9 No. North Pahartali Ward",3.0,3.0,8,1440.0,vacant,8200000
chattogram,"Sugandha Residential Area, Panchlaish",3.0,3.0,6,1800.0,vacant,15824000
chattogram,"Nasirabad Housing Society, Muradpur",3.0,4.0,5,1860.0,vacant,13820000
chattogram,"South Khulshi, Khulshi",4.0,4.0,2,1841.0,vacant,16000000
chattogram,"Ali Nagar, Bayazid",3.0,3.0,6,1300.0,vacant,6200000
chattogram,"Ali Nagar, Bayazid",3.3205479452054796,3.1990867579908677,1,1564.5138504155125,occupied,4800000
chattogram,"Nasirabad, 15 No. Bagmoniram Ward",4.0,5.0,6,2530.0,vacant,29095000
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",4.0,3.0,9,1650.0,vacant,8200000
chattogram,"24 No. North Agrabad Ward, Double Mooring",2.0,2.0,5,980.0,vacant,4200000
chattogram,"South Khulshi, Khulshi",3.0,3.0,5,1305.0,vacant,11000000
chattogram,"37 No. North-Middle Halishahar Ward, Halishahar",3.0,3.0,4,1200.0,vacant,4500000
chattogram,"Munshi Pukur Par, 16 No. Chawk Bazaar Ward",3.0,4.0,5,1592.0,vacant,8560000
chattogram,"Nasirabad, Bayazid",3.0,3.0,6,1300.0,vacant,7500000
chattogram,"Dewan Bazar, Bakalia",3.0,3.0,5,1262.0,vacant,5679000
chattogram,"Dewan Bazar, Bakalia",3.0,3.0,8,1186.0,vacant,5337000
chattogram,"Mohara, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,145.0,vacant,2900000
chattogram,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",3.3205479452054796,3.1990867579908677,1,1564.5138504155125,occupied,27000000
chattogram,7 No. West Sholoshohor Ward,3.3205479452054796,3.1990867579908677,1,1564.5138504155125,occupied,6000000
chattogram,"Hillview Residential Area, 15 No. Bagmoniram Ward",3.3205479452054796,3.1990867579908677,1,1564.5138504155125,occupied,15500000
chattogram,"Kaibalyadham Housing Society, 9 No. North Pahartali Ward",3.3205479452054796,3.1990867579908677,1,2520.0,vacant,14500000
chattogram,,3.3205479452054796,3.1990867579908677,1,1564.5138504155125,occupied,66
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",3.3205479452054796,3.1990867579908677,1,1564.5138504155125,occupied,3200000
chattogram,"Munshi Pukur Par, 16 No. Chawk Bazaar Ward",3.0,5.0,3,1592.0,vacant,8560000
chattogram,"24 No. North Agrabad Ward, Double Mooring",3.0,2.0,2,1150.0,vacant,6200000
chattogram,"Dewan Bazar, Bakalia",3.0,3.0,1,1186.0,vacant,5337000
chattogram,"17 No West Bakalia Ward, Bakalia",2.0,2.0,6,854.0,vacant,4800000
chattogram,"Yakub Future Park Housing, Khulshi",3.0,3.0,6,1450.0,vacant,8500000
chattogram,"West Khulshi, 9 No. North Pahartali Ward",3.0,3.0,8,1340.0,vacant,6800000
chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3.3205479452054796,3.1990867579908677,2,125.0,vacant,4375000
chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3.3205479452054796,3.1990867579908677,2,115.0,vacant,4025000
chattogram,"Dewan Bazar, Bakalia",3.0,3.0,6,1400.0,vacant,7700000
chattogram,"CDA Avenue, Sholokbahar",3.3205479452054796,3.1990867579908677,5,150.0,vacant,3700000
chattogram,"Chadra Nagar, Bayazid",2.0,2.0,1,950.0,vacant,5000000
chattogram,"South Agrabad, Double Mooring",3.0,3.0,4,1700.0,vacant,8500000
chattogram,"24 No. North Agrabad Ward, Double Mooring",3.0,3.0,3,1265.0,vacant,5500000
chattogram,"Dewan Bazar, Bakalia",3.0,3.0,3,1500.0,vacant,8250000
chattogram,"Nasirabad Housing Society, Muradpur",3.0,4.0,7,1850.0,vacant,10000000
chattogram,"Dewan Bazar, Bakalia",3.0,3.0,7,1253.0,vacant,5638500
chattogram,"South Khulshi, Khulshi",7.0,8.0,1,11000.0,vacant,45000000
chattogram,"CDA Avenue, Sholokbahar",3.3205479452054796,3.1990867579908677,6,150.0,vacant,3100000
chattogram,"South Khulshi, Khulshi",3.0,3.0,6,1300.0,vacant,9700000
chattogram,"Proshanti R/A, 10 No. North Kattali Ward",3.3205479452054796,3.1990867579908677,1,1564.5138504155125,occupied,8500000
chattogram,"CDA Avenue, 7 No. West Sholoshohor Ward",3.0,3.0,3,1320.0,vacant,7000000
chattogram,"19 No. South Bakalia Ward, Bakalia",3.0,3.0,5,1100.0,vacant,5500000
chattogram,"Rahmatganj, Jamal Khan",3.0,3.0,3,1612.0,vacant,12000000
chattogram,"Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward",3.0,3.0,7,965.0,vacant,5200000
chattogram,"26 No. North Halishahar Ward, Halishahar",3.0,3.0,7,2200.0,vacant,12100000
chattogram,"39 No. South Halishahar Ward, Halishahar",3.3205479452054796,3.1990867579908677,1,169.0,vacant,5175000
chattogram,"26 No. North Halishahar Ward, Halishahar",3.0,3.0,6,1250.0,vacant,7500000
chattogram,"Mohammad Pur Road, 7 No. West Sholoshohor Ward",3.0,3.0,1,1400.0,vacant,8500000
chattogram,"37 No. North-Middle Halishahar Ward, Halishahar",3.0,3.0,4,1200.0,vacant,4500000
chattogram,"Rose Valley Residential Area, 9 No. North Pahartali Ward",3.0,4.0,3,2100.0,vacant,16000000
chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3.3205479452054796,3.1990867579908677,4,150.0,vacant,3000000
chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3.3205479452054796,3.1990867579908677,3,125.0,vacant,4375000
chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3.3205479452054796,3.1990867579908677,5,125.0,vacant,4375000
chattogram,"Foys Lake, 9 No. North Pahartali Ward",3.0,3.0,6,1600.0,vacant,7000000
chattogram,"Foys Lake, 9 No. North Pahartali Ward",3.0,3.0,6,1240.0,vacant,5000000
chattogram,"Sadarghat Road, 33 No. Firingee Bazaar Ward",3.3205479452054796,3.1990867579908677,1,120.0,vacant,2500000
chattogram,"Ashkar Dighir Par, Jamal Khan",3.0,3.0,4,1050.0,vacant,7000000
chattogram,"Majhirghat Road, 30 No. East Madarbari Ward",3.0,3.0,3,1270.0,vacant,6604000
chattogram,"Bangla Bazar, Bayazid",3.0,3.0,1,1350.0,vacant,6000000
chattogram,"Alkaran Road, 31 No. Alkoron Ward",4.0,4.0,1,2252.0,vacant,11260000
chattogram,10 No. North Kattali Ward,3.0,3.0,1,1350.0,vacant,6831000
chattogram,"Alkaran Road, 31 No. Alkoron Ward",4.0,5.0,8,2500.0,vacant,17500000
chattogram,"Nasirabad, 15 No. Bagmoniram Ward",4.0,5.0,8,2540.0,vacant,29210000
chattogram,"Nasirabad, 15 No. Bagmoniram Ward",4.0,5.0,8,2530.0,vacant,29095000
chattogram,"Nasirabad, 15 No. Bagmoniram Ward",4.0,5.0,7,2622.0,vacant,30153000
chattogram,"Nasirabad, 15 No. Bagmoniram Ward",4.0,5.0,7,2530.0,vacant,29095000
chattogram,"Chadra Nagar, Bayazid",3.0,2.0,1,1300.0,vacant,5800000
chattogram,"Hamjarbag, 7 No. West Sholoshohor Ward",3.0,3.0,7,1300.0,vacant,8200000
chattogram,"South Khulshi, Khulshi",3.0,3.0,2,1600.0,vacant,10000000
chattogram,"Chand Mia Road, 4 No Chandgaon Ward",3.0,3.0,2,1240.0,vacant,7000000
chattogram,"Rose Valley Residential Area, 9 No. North Pahartali Ward",21.0,10.0,0,13300.0,vacant,105000000
chattogram,"Nasirabad, 15 No. Bagmoniram Ward",4.0,4.0,1,2600.0,vacant,18500000
chattogram,"Chatteshwari Road, 15 No. Bagmoniram Ward",4.0,5.0,4,2410.0,vacant,15500000
chattogram,"Bangla Bazar, Bayazid",3.0,2.0,1,850.0,vacant,3900000
chattogram,"Shahid Saifuddin Khaled Road, Jamal Khan",3.0,3.0,1,1455.0,vacant,12500000
chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",3.0,3.0,5,1460.0,vacant,8100000
chattogram,"Polytechnic, Bayazid",3.0,4.0,4,1756.0,vacant,9000000
chattogram,"Patharghata, Kotwali",3.0,3.0,7,1580.0,vacant,7200000
chattogram,"Commerce College Road, Double Mooring",3.3205479452054796,3.1990867579908677,11,4000.0,vacant,58000000
chattogram,"Badurtala, Sholokbahar",3.0,3.0,6,1744.0,vacant,8700000
chattogram,"12 No. Sarai Para Ward, Double Mooring",2.0,2.0,5,966.0,vacant,3800000
chattogram,"12 No. Sarai Para Ward, Double Mooring",3.3205479452054796,3.1990867579908677,1,3000.0,vacant,30000000
chattogram,"25 No. Rampur Ward, Double Mooring",3.0,3.0,5,1750.0,vacant,9500000
chattogram,"24 No. North Agrabad Ward, Double Mooring",3.0,3.0,5,1459.0,vacant,8462200
chattogram,"12 No. Sarai Para Ward, Double Mooring",3.0,3.0,2,1415.0,vacant,5820000
chattogram,"17 No West Bakalia Ward, Bakalia",2.0,2.0,3,854.0,vacant,4500000
chattogram,"Nasirabad, 15 No. Bagmoniram Ward",3.0,3.0,4,1520.0,vacant,16000000
chattogram,"Katalganj Residential Area, 16 No. Chawk Bazaar Ward",3.0,3.0,5,1575.0,vacant,14014000
chattogram,"Jubilee Road, 22 No. Enayet Bazaar Ward",3.0,4.0,2,1485.0,vacant,12000000
chattogram,"17 No West Bakalia Ward, Bakalia",3.0,3.0,1,1430.0,vacant,6600000
chattogram,"Proshanti R/A, 10 No. North Kattali Ward",3.0,3.0,2,1485.0,vacant,8000000
chattogram,"Masjid Lane, 15 No. Bagmoniram Ward",3.0,3.0,7,1664.0,vacant,9200000
chattogram,"Nasirabad, Bayazid",3.0,4.0,6,1800.0,vacant,12500000
chattogram,"Nasirabad, Bayazid",3.0,5.0,12,2000.0,vacant,13000000
chattogram,"Chasma Hill R/A, 7 No. West Sholoshohor Ward",3.0,3.0,5,1500.0,vacant,6000000
chattogram,"18 No. East Bakalia Ward, Bakalia",3.0,3.0,6,1570.0,vacant,6280000
chattogram,"18 No. East Bakalia Ward, Bakalia",3.0,3.0,4,1570.0,vacant,6280000
chattogram,"18 No. East Bakalia Ward, Bakalia",3.0,3.0,5,1335.0,vacant,5340000
chattogram,"18 No. East Bakalia Ward, Bakalia",3.0,3.0,4,1325.0,vacant,5900000
chattogram,"Mohara, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,104.0,vacant,2184000
chattogram,"Chand Mia Road, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,124.0,vacant,2232000
chattogram,"17 No West Bakalia Ward, Bakalia",3.0,3.0,3,1471.0,vacant,6100000
chattogram,"CDA Avenue, Lal Khan Bazaar",21.0,10.0,1,24000.0,vacant,60000000
chattogram,Panchlaish,3.0,3.0,9,1692.0,vacant,16000000
chattogram,15 No. Bagmoniram Ward,3.0,3.0,6,1400.0,vacant,11200000
chattogram,"CDA R/A, 10 No. North Kattali Ward",3.0,3.0,7,1462.0,vacant,9500000
chattogram,"Bahaddarhat, 4 No Chandgaon Ward",3.0,3.0,1,1320.0,vacant,5940000
chattogram,"Bahaddarhat, 4 No Chandgaon Ward",3.0,3.0,4,1320.0,vacant,5940000
chattogram,"39 No. South Halishahar Ward, Halishahar",3.3205479452054796,3.1990867579908677,4,180.0,vacant,1800000
chattogram,"39 No. South Halishahar Ward, Halishahar",3.3205479452054796,3.1990867579908677,4,200.0,vacant,2000000
chattogram,"Mohara, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,110.0,vacant,2750000
chattogram,"Mohara, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,120.0,vacant,2640000
chattogram,"Mohara, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,115.0,vacant,2300000
chattogram,"Mohara, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,154.0,vacant,3080000
chattogram,"Chattogram DOHS, Bayazid",3.0,3.0,6,1400.0,vacant,7000000
chattogram,"12 No. Sarai Para Ward, Double Mooring",3.0,3.0,7,1650.0,vacant,6600000
chattogram,"12 No. Sarai Para Ward, Double Mooring",2.0,2.0,2,1150.0,vacant,4600000
chattogram,"Mohara, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,175.0,vacant,3500000
chattogram,"12 No. Sarai Para Ward, Double Mooring",2.0,2.0,5,1150.0,vacant,4600000
chattogram,"12 No. Sarai Para Ward, Double Mooring",2.0,2.0,5,1150.0,vacant,4600000
chattogram,"12 No. Sarai Para Ward, Double Mooring",2.0,2.0,6,1150.0,vacant,4600000
chattogram,"12 No. Sarai Para Ward, Double Mooring",2.0,2.0,6,1150.0,vacant,4600000
chattogram,"12 No. Sarai Para Ward, Double Mooring",2.0,2.0,1,1050.0,vacant,4200000
chattogram,"12 No. Sarai Para Ward, Double Mooring",2.0,2.0,1,1150.0,vacant,4600000
chattogram,"Mohara, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,129.0,vacant,2580000
chattogram,"Dewan Bazar, Bakalia",3.3205479452054796,3.1990867579908677,5,200.0,vacant,4600000
chattogram,"Dewan Bazar, Bakalia",3.3205479452054796,3.1990867579908677,3,200.0,vacant,4600000
chattogram,"Dewan Bazar, Bakalia",3.3205479452054796,3.1990867579908677,3,200.0,vacant,4600000
chattogram,"Dewan Bazar, Bakalia",3.3205479452054796,3.1990867579908677,3,200.0,vacant,4600000
chattogram,"Chand Mia Road, 4 No Chandgaon Ward",3.0,3.0,7,1744.0,vacant,12000000
chattogram,"Nasirabad Properties Residential Area, Khulshi",3.0,4.0,2,2060.0,vacant,11500000
chattogram,32 No. Andarkilla Ward,3.3205479452054796,3.1990867579908677,4,1400.0,vacant,8400000
chattogram,32 No. Andarkilla Ward,3.3205479452054796,3.1990867579908677,4,900.0,vacant,5400000
chattogram,"28 No. Pathantooly Ward, Double Mooring",3.0,3.0,3,1250.0,vacant,6950000
chattogram,"Mehidibag, 15 No. Bagmoniram Ward",3.0,3.0,6,1530.0,vacant,12300000
chattogram,"CDA Avenue, Muradpur",3.0,3.0,5,1847.0,vacant,12000000
chattogram,"Chadra Nagar, Bayazid",3.0,3.0,1,1500.0,vacant,8500000
chattogram,"Port Connecting Road, 11 No. South Kattali Ward",3.3205479452054796,3.1990867579908677,2,1950.0,vacant,14625000
chattogram,"Ashkar Dighir Par, Jamal Khan",3.0,3.0,1,1300.0,vacant,10000000
chattogram,"Ashkar Dighir Par, Jamal Khan",3.0,3.0,1,1330.0,vacant,10000000
chattogram,"Shamsher Para, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,1440.0,vacant,8000000
chattogram,"Shamsher Para, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,2160.0,vacant,18000000
chattogram,"Nandan Kanan, 22 No. Enayet Bazaar Ward",3.3205479452054796,3.1990867579908677,1,256.0,vacant,25000000
chattogram,"12 No. Sarai Para Ward, Double Mooring",3.0,3.0,3,1510.0,vacant,5285000
chattogram,"Govt Girls High School Road, East Nasirabad",3.0,3.0,1,1410.0,vacant,8000000
chattogram,"Green Valley, Bayazid",3.0,3.0,1,1460.0,vacant,7000000
chattogram,"Hill View R/A, Bayazid",4.0,4.0,4,2500.0,vacant,12200000
chattogram,"Mohammed Ali Road, 15 No. Bagmoniram Ward",3.0,3.0,2,2200.0,vacant,19000000
chattogram,"Korbanigonj, Kotwali",3.3205479452054796,3.1990867579908677,1,84.0,vacant,1250000
chattogram,"Dewan Bazar, Bakalia",3.3205479452054796,3.1990867579908677,2,200.0,vacant,4800000
chattogram,"Dewan Bazar, Bakalia",3.3205479452054796,3.1990867579908677,2,200.0,vacant,4800000
chattogram,"Dewan Bazar, Bakalia",3.3205479452054796,3.1990867579908677,2,240.0,vacant,5760000
chattogram,"Dewan Bazar, Bakalia",3.3205479452054796,3.1990867579908677,2,240.0,vacant,5760000
chattogram,"Dewan Bazar, Bakalia",3.3205479452054796,3.1990867579908677,1,200.0,vacant,5000000
chattogram,"19 No. South Bakalia Ward, Bakalia",3.0,3.0,4,1000.0,vacant,5000000
chattogram,"Chand Mia Road, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,120.0,vacant,2160000
chattogram,"Chand Mia Road, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,130.0,vacant,2340000
chattogram,"17 No West Bakalia Ward, Bakalia",3.0,3.0,1,1300.0,vacant,8000000
chattogram,"Chasma Hill R/A, 7 No. West Sholoshohor Ward",3.0,3.0,5,1500.0,vacant,6000000
chattogram,"18 No. East Bakalia Ward, Bakalia",3.0,3.0,6,1570.0,vacant,6280000
chattogram,"18 No. East Bakalia Ward, Bakalia",3.0,3.0,6,1435.0,vacant,5740000
chattogram,"18 No. East Bakalia Ward, Bakalia",3.0,3.0,6,1335.0,vacant,5340000
chattogram,"18 No. East Bakalia Ward, Bakalia",3.0,3.0,4,1570.0,vacant,6280000
chattogram,"18 No. East Bakalia Ward, Bakalia",3.0,3.0,2,1570.0,vacant,6280000
chattogram,"18 No. East Bakalia Ward, Bakalia",3.0,3.0,5,1335.0,vacant,5340000
chattogram,"18 No. East Bakalia Ward, Bakalia",3.0,3.0,4,1325.0,vacant,5900000
chattogram,"Mohara, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,104.0,vacant,2184000
chattogram,"Chand Mia Road, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,124.0,vacant,2232000
chattogram,"Chand Mia Road, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,159.0,vacant,2862000
chattogram,"17 No West Bakalia Ward, Bakalia",3.0,3.0,3,1471.0,vacant,6100000
chattogram,"Chand Mia Road, 4 No Chandgaon Ward",3.0,3.0,6,1625.0,vacant,7512500
chattogram,"Chadra Nagar, Bayazid",3.0,3.0,1,1313.0,vacant,6500000
chattogram,"CDA Avenue, Lal Khan Bazaar",21.0,10.0,1,24000.0,vacant,60000000
chattogram,"Dewan Bazar, Bakalia",3.0,3.0,9,1422.0,vacant,9811800
chattogram,"Dewan Bazar, Bakalia",3.0,3.0,2,1433.0,vacant,9887700
chattogram,"Dewan Bazar, Bakalia",3.0,3.0,2,1440.0,vacant,9936000
chattogram,"Dewan Bazar, Bakalia",3.0,4.0,1,1510.0,vacant,10419000
chattogram,"Chand Mia Road, 4 No Chandgaon Ward",3.0,3.0,7,1744.0,vacant,12000000
chattogram,"Enayet Bazar Road, 22 No. Enayet Bazaar Ward",3.0,3.0,7,1924.0,vacant,19500000
chattogram,"Bayazid Bostami Road, 15 No. Bagmoniram Ward",3.0,3.0,8,1500.0,vacant,12000000
chattogram,"Al-Madani Road, Sholokbahar",3.0,3.0,2,1644.0,vacant,9864000
chattogram,"Badshah Miah Chowdhury Road, 15 No. Bagmoniram Ward",3.0,4.0,3,1800.0,vacant,13000000
chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",3.0,3.0,8,1700.0,vacant,8000000
chattogram,"Chawk Bazar, 16 No. Chawk Bazaar Ward",2.0,2.0,14,1050.0,vacant,6000000
chattogram,"Nasirabad Housing Society, Muradpur",3.0,4.0,3,1760.0,vacant,13120000
chattogram,"Bangladesh Co-operative Housing Society, Bayazid",2.0,2.0,7,900.0,vacant,5000000
chattogram,"Sugandha Residential Area, Panchlaish",3.0,3.0,6,1800.0,vacant,15824000
chattogram,"Port Connecting Road, 11 No. South Kattali Ward",3.0,3.0,3,1012.0,vacant,4400000
chattogram,"Abdul Hamid Road, Sholokbahar",3.0,3.0,1,1200.0,vacant,6000000
chattogram,"Abdul Hamid Road, Sholokbahar",3.0,3.0,1,1720.0,vacant,7880000
chattogram,"Hill Side Residential Area, Lal Khan Bazaar",3.0,3.0,3,1275.0,vacant,7393750
chattogram,"Colonel Hat, 10 No. North Kattali Ward",2.0,2.0,3,978.0,vacant,5500000
chattogram,"O. R. Nizam Road, 15 No. Bagmoniram Ward",3.3205479452054796,3.1990867579908677,6,2500.0,vacant,25000000
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",3.0,3.0,8,1545.0,vacant,7725000
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",3.0,3.0,3,1739.0,vacant,8695000
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",3.0,3.0,3,1175.0,vacant,5875000
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",3.0,3.0,4,1175.0,vacant,5875000
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",3.0,3.0,4,1336.0,vacant,8000000
chattogram,"Amirbag Residential Area, 15 No. Bagmoniram Ward",3.0,3.0,1,2000.0,vacant,16000000
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",3.0,3.0,1,1593.0,vacant,7646400
chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",3.0,3.0,1,1699.0,vacant,8155200
chattogram,"West Khulshi, 9 No. North Pahartali Ward",3.0,3.0,4,1420.0,vacant,7810000
chattogram,"Patharghata, Kotwali",3.0,3.0,5,1350.0,vacant,6700000
chattogram,"C & B Colony, East Nasirabad",3.0,3.0,1,1801.0,vacant,14817700
chattogram,"Katalgonj, Panchlaish",3.0,3.0,3,1390.0,vacant,11000000
chattogram,"Bayazid Bostami Road, 15 No. Bagmoniram Ward",2.0,2.0,4,1000.0,vacant,8000000
chattogram,"Bayazid Bostami Road, 15 No. Bagmoniram Ward",2.0,2.0,3,1000.0,vacant,8000000
chattogram,"28 No. Pathantooly Ward, Double Mooring",3.0,3.0,5,1250.0,vacant,6950000
chattogram,"28 No. Pathantooly Ward, Double Mooring",3.3205479452054796,3.1990867579908677,2,3400.0,vacant,19400000
chattogram,"CDA Avenue, Sholokbahar",3.3205479452054796,3.1990867579908677,4,444.0,vacant,11988000
chattogram,"CDA Avenue, Sholokbahar",3.3205479452054796,3.1990867579908677,4,150.0,vacant,3700000
chattogram,"CDA Avenue, Sholokbahar",3.3205479452054796,3.1990867579908677,5,130.0,vacant,3380000
chattogram,"CDA Avenue, Sholokbahar",3.3205479452054796,3.1990867579908677,5,175.0,vacant,4550000
chattogram,"South Khulshi, Khulshi",3.3205479452054796,3.1990867579908677,4,135.0,vacant,6000000
chattogram,"Nasirabad, 15 No. Bagmoniram Ward",3.0,3.0,7,1225.0,vacant,9500000
chattogram,"Ashkar Dighir Par, Jamal Khan",3.0,3.0,1,1300.0,vacant,10000000
chattogram,"Ashkar Dighir Par, Jamal Khan",3.0,3.0,1,1330.0,vacant,10000000
chattogram,"Shamsher Para, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,1440.0,vacant,8000000
chattogram,"Shamsher Para, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,2160.0,vacant,18000000
chattogram,"Shamsher Para, 4 No Chandgaon Ward",3.3205479452054796,3.1990867579908677,1,7200.0,vacant,80000000
chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",3.3205479452054796,3.1990867579908677,3,125.0,vacant,4375000
