Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Location,Price_in_taka
,3.0,3.0,4.0,vacant,1544.0,chattogram,"Al-Madani Road, Sholokbahar","৳9,264,000"
,2.0,3.0,2.0,vacant,1200.0,chattogram,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward","৳6,000,000"
,3.0,3.0,1.0,vacant,1200.0,chattogram,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward","৳6,000,000"
,3.0,3.0,1.0,vacant,1200.0,chattogram,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward","৳6,000,000"
,3.32054794520548,3.199086757990868,3.0,vacant,115.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳4,025,000"
,3.32054794520548,3.199086757990868,3.0,vacant,105.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,675,000"
,3.32054794520548,3.199086757990868,3.0,vacant,105.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,675,000"
,3.32054794520548,3.199086757990868,3.0,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,850,000"
,3.32054794520548,3.199086757990868,3.0,vacant,125.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳4,375,000"
,3.32054794520548,3.199086757990868,2.0,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,850,000"
,3.0,3.0,6.0,vacant,1392.0,chattogram,"CDA R/A, 10 No. North Kattali Ward","৳8,500,000"
,3.0,3.0,6.0,vacant,1180.0,chattogram,"Abdullah Khan Road, Sholokbahar","৳7,500,000"
,3.0,3.0,1.0,vacant,1320.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward","৳6,000,000"
,3.0,3.0,2.0,vacant,1320.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward","৳5,940,000"
,3.32054794520548,3.199086757990868,1.0,vacant,105.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳2,100,000"
,3.32054794520548,3.199086757990868,1.0,vacant,115.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳2,320,000"
,3.32054794520548,3.199086757990868,1.0,vacant,122.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳2,440,000"
,3.32054794520548,3.199086757990868,1.0,vacant,148.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳3,600,000"
,3.32054794520548,3.199086757990868,1.0,vacant,125.0,chattogram,"Mohara, 4 No Chandgaon Ward","৳2,500,000"
,2.0,2.0,2.0,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳4,600,000"
,2.0,2.0,3.0,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳4,600,000"
,3.0,3.0,4.0,vacant,1650.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳6,600,000"
,2.0,2.0,3.0,vacant,1050.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳4,200,000"
,3.0,3.0,5.0,vacant,1035.0,chattogram,"12 No. Sarai Para Ward, Double Mooring","৳4,347,000"
,27.0,10.0,5.0,vacant,12000.0,chattogram,"Nasirabad Properties Residential Area, Khulshi","৳130,000,000"
,3.32054794520548,3.199086757990868,5.0,vacant,240.0,chattogram,"Dewan Bazar, Bakalia","৳5,520,000"
,3.32054794520548,3.199086757990868,4.0,vacant,200.0,chattogram,"Dewan Bazar, Bakalia","৳4,600,000"
,3.32054794520548,3.199086757990868,4.0,vacant,240.0,chattogram,"Dewan Bazar, Bakalia","৳5,520,000"
,3.32054794520548,3.199086757990868,4.0,vacant,240.0,chattogram,"Dewan Bazar, Bakalia","৳5,520,000"
,3.32054794520548,3.199086757990868,1.0,vacant,105.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward","৳3,675,000"
,3.0,3.0,5.0,vacant,1295.0,chattogram,"Bayazid Abasic Elaka Road, Bayazid","৳6,500,000"
,3.0,3.0,7.0,vacant,1057.0,cumilla,"Manoharpur, Kandirpar","৳5,250,000"
,3.0,3.0,9.0,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,800,000"
,3.0,3.0,5.0,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora","৳5,750,000"
,3.0,3.0,10.0,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,900,000"
,3.0,3.0,5.0,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,282,000"
,3.0,3.0,11.0,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,282,000"
,3.0,3.0,7.0,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora","৳5,650,000"
,3.0,3.0,9.0,vacant,1380.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,520,000"
,3.0,3.0,8.0,vacant,1547.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳5,878,600"
,3.0,4.0,8.0,vacant,1265.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳5,692,500"
,3.0,3.0,7.0,vacant,1438.0,cumilla,"South Thakur Para, Thakur Para","৳5,033,000"
,3.0,3.0,6.0,vacant,1350.0,cumilla,"South Thakur Para, Thakur Para","৳4,725,000"
,2.0,2.0,1.0,vacant,1050.0,cumilla,"Shah Shuja Mosque Road, Moghultoli","৳4,410,000"
,3.0,3.0,6.0,vacant,1500.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,700,000"
,3.0,3.0,8.0,vacant,1250.0,cumilla,"Nazrul Avenue, Ashoktala","৳4,375,000"
,3.0,3.0,13.0,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,010,000"
,2.0,2.0,4.0,vacant,1080.0,cumilla,"South Thakur Para, Thakur Para","৳3,780,000"
,3.0,3.0,7.0,vacant,1380.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,244,000"
,3.0,3.0,7.0,vacant,1547.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,190,000"
,3.0,2.0,8.0,vacant,1030.0,cumilla,"AK Fazlul Haq Road, Kandirpar","৳3,914,000"
,3.0,3.0,7.0,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,510,000"
,3.0,3.0,5.0,vacant,1438.0,cumilla,"South Thakur Para, Thakur Para","৳5,033,000"
,3.0,2.0,4.0,vacant,1010.0,cumilla,"Nazrul Avenue, Ashoktala","৳3,535,000"
,3.0,3.0,4.0,vacant,1350.0,cumilla,"Nazrul Avenue, Ashoktala","৳5,805,000"
,3.0,3.0,8.0,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,510,000"
,3.0,3.0,8.0,vacant,1500.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,750,000"
,3.0,3.0,9.0,vacant,1013.0,cumilla,"Manoharpur, Kandirpar","৳5,000,000"
,3.0,3.0,6.0,vacant,1013.0,cumilla,"Manoharpur, Kandirpar","৳5,000,000"
,3.0,3.0,9.0,vacant,1200.0,cumilla,"Manoharpur, Kandirpar","৳5,500,000"
,3.0,2.0,8.0,vacant,1100.0,cumilla,"Madina Masjid Road, Thakur Para","৳6,000,000"
,3.0,3.0,10.0,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,600,000"
,3.0,2.0,5.0,vacant,1080.0,cumilla,"Baganbari Road, Thakur Para","৳4,800,000"
,3.0,3.0,9.0,vacant,1183.0,cumilla,"Manoharpur, Kandirpar","৳5,800,000"
,2.854014598540146,2.7737226277372264,1.0,occupied,1301.6159420289855,cumilla,"Manoharpur, Kandirpar","৳5,674,000"
,3.0,3.0,9.0,vacant,1375.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,500,000"
,3.0,3.0,6.0,vacant,1260.0,cumilla,"Nazrul Avenue, Ashoktala","৳4,536,000"
,3.0,3.0,8.0,vacant,1380.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,520,000"
,3.0,3.0,8.0,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora","৳5,780,000"
,3.0,3.0,1.0,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora","৳5,780,000"
,2.0,2.0,7.0,vacant,1020.0,cumilla,"Wooden Pole Road, Race Course","৳3,570,000"
,3.0,3.0,4.0,vacant,1190.0,cumilla,"South Bagichagaon, Bagichagaon","৳5,260,000"
,3.0,3.0,4.0,vacant,1400.0,cumilla,"Nazrul Avenue, Ashoktala","৳4,900,000"
,3.0,3.0,8.0,vacant,1265.0,cumilla,"West Bagichagoun, Bagichagaon","৳5,060,000"
,3.0,3.0,9.0,vacant,1500.0,cumilla,"North Bagichagaon, Bagichagaon","৳6,000,000"
,2.854014598540146,2.7737226277372264,1.0,vacant,1000.0,cumilla,"Shaheed Shamsul Haque Sarak, Jhautola","৳5,000,000"
,3.0,3.0,9.0,vacant,1316.0,cumilla,"Manoharpur, Kandirpar","৳5,658,800"
,3.0,3.0,6.0,vacant,1380.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,244,000"
,3.0,3.0,6.0,vacant,1470.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,586,000"
,3.0,3.0,6.0,vacant,1470.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,586,000"
,3.0,3.0,7.0,vacant,1265.0,cumilla,"West Bagichagoun, Bagichagaon","৳5,186,500"
,2.0,2.0,7.0,vacant,1020.0,cumilla,"Shah Shuja Mosque Road, Moghultoli","৳4,080,000"
,3.0,2.0,8.0,vacant,1100.0,cumilla,"Nazrul Avenue, Ashoktala","৳4,400,000"
,3.0,3.0,6.0,vacant,1358.0,cumilla,"South Thakur Para, Thakur Para","৳5,160,000"
,3.0,3.0,7.0,vacant,1470.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,590,000"
,3.0,3.0,9.0,vacant,1220.0,cumilla,"AK Fazlul Haq Road, Kandirpar","৳4,636,000"
,3.0,3.0,1.0,vacant,1330.0,cumilla,"Sadar Hospital Road, Monohorpur","৳5,320,000"
,2.0,2.0,6.0,vacant,1080.0,cumilla,"South Thakur Para, Thakur Para","৳3,800,000"
,3.0,3.0,7.0,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,510,000"
,3.0,3.0,9.0,vacant,1028.0,cumilla,"Manoharpur, Kandirpar","৳5,100,000"
,2.0,2.0,6.0,vacant,915.0,cumilla,"Manoharpur, Kandirpar","৳4,700,000"
,3.0,3.0,2.0,vacant,1239.0,cumilla,"Manoharpur, Kandirpar","৳6,700,000"
,3.0,2.0,8.0,vacant,1260.0,cumilla,"Madina Masjid Road, Thakur Para","৳6,800,000"
,3.0,2.0,7.0,vacant,1050.0,cumilla,"Madina Masjid Road, Thakur Para","৳5,500,000"
,3.0,2.0,7.0,vacant,1100.0,cumilla,"Madina Masjid Road, Thakur Para","৳6,000,000"
,2.854014598540146,2.7737226277372264,1.0,occupied,1301.6159420289855,cumilla,Bagichagaon,"৳4,205,000"
,2.854014598540146,2.7737226277372264,1.0,occupied,1301.6159420289855,cumilla,"Nazrul Avenue, Ashoktala","৳6,400,000"
,2.854014598540146,2.7737226277372264,1.0,occupied,1301.6159420289855,cumilla,"Shaheed Shamsul Haque Sarak, Jhautola","৳50,000,000"
,3.0,3.0,11.0,vacant,1500.0,cumilla,"North Bagichagaon, Bagichagaon","৳6,000,000"
,3.0,3.0,12.0,vacant,1550.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,510,000"
,3.0,3.0,6.0,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,000,000"
,2.854014598540146,2.7737226277372264,1.0,occupied,1301.6159420289855,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳5,642,000"
,3.0,3.0,8.0,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,000,000"
,3.0,3.0,8.0,vacant,1547.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,965,000"
,3.0,3.0,3.0,vacant,1415.0,cumilla,"Mogbari Choumohoni, Chotora","৳5,660,000"
,3.0,3.0,9.0,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,560,000"
,3.0,3.0,6.0,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,000,000"
,3.0,3.0,7.0,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,282,000"
,3.0,3.0,2.0,vacant,1415.0,cumilla,"Mogbari Choumohoni, Chotora","৳5,665,000"
,3.0,3.0,8.0,vacant,1470.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,880,000"
,3.0,3.0,8.0,vacant,1350.0,cumilla,"South Thakur Para, Thakur Para","৳7,300,000"
,3.0,3.0,8.0,vacant,1327.0,cumilla,"Baganbari Road, Thakur Para","৳6,900,000"
,3.0,2.0,7.0,vacant,1151.0,cumilla,"Baganbari Road, Thakur Para","৳6,000,000"
,3.0,2.0,8.0,vacant,1180.0,cumilla,"Madina Masjid Road, Thakur Para","৳6,400,000"
,3.0,3.0,6.0,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,282,000"
,3.0,3.0,8.0,vacant,1400.0,cumilla,"Nazrul Avenue, Ashoktala","৳4,900,000"
,3.0,3.0,9.0,vacant,1233.0,cumilla,"Manoharpur, Kandirpar","৳5,301,900"
,2.0,2.0,4.0,vacant,1050.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳4,200,000"
,3.0,3.0,7.0,vacant,1300.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,200,000"
,3.0,3.0,9.0,vacant,1300.0,cumilla,"North Bagichagaon, Bagichagaon","৳4,940,000"
,3.0,3.0,7.0,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora","৳5,780,000"
,3.0,3.0,5.0,vacant,1415.0,cumilla,"Mogbari Choumohoni, Chotora","৳5,650,000"
,3.0,3.0,9.0,vacant,1470.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,880,000"
,2.0,2.0,8.0,vacant,985.0,cumilla,"West Bagichagoun, Bagichagaon","৳3,940,000"
,3.0,3.0,6.0,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,510,000"
,3.0,3.0,6.0,vacant,1375.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,250,000"
,3.0,3.0,9.0,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,800,000"
,3.0,2.0,6.0,vacant,1080.0,cumilla,"Thakur Para Road, Thakur Para","৳4,100,000"
,2.0,2.0,7.0,vacant,1000.0,cumilla,"West Bagichagoun, Bagichagaon","৳3,800,000"
,2.0,2.0,7.0,vacant,897.0,cumilla,"South Thakur Para, Thakur Para","৳3,139,500"
,3.0,3.0,7.0,vacant,1358.0,cumilla,"South Thakur Para, Thakur Para","৳4,753,000"
,3.0,3.0,7.0,vacant,1375.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,225,000"
,3.0,3.0,8.0,vacant,1415.0,cumilla,"Mogbari Choumohoni, Chotora","৳5,660,000"
,3.0,3.0,12.0,vacant,1550.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,505,000"
,2.0,2.0,7.0,vacant,915.0,cumilla,"Manoharpur, Kandirpar","৳4,700,000"
,2.854014598540146,2.7737226277372264,1.0,occupied,1301.6159420289855,cumilla,"Manoharpur, Kandirpar","৳3,047,000"
,2.854014598540146,2.7737226277372264,1.0,occupied,1301.6159420289855,cumilla,"Noor Masjid Road, Race Course","৳4,123,500"
,3.0,3.0,9.0,vacant,1547.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,188,000"
,3.0,3.0,4.0,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora","৳5,775,000"
,3.0,3.0,7.0,vacant,1175.0,cumilla,"Manoharpur, Kandirpar","৳5,000,000"
,3.0,3.0,11.0,vacant,1239.0,cumilla,"Manoharpur, Kandirpar","৳6,700,000"
,2.0,2.0,3.0,vacant,750.0,cumilla,"Talpokur Par, Bagichagaon","৳3,000,000"
,3.0,3.0,13.0,vacant,1547.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,961,000"
,3.0,3.0,13.0,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,000,000"
,3.0,3.0,11.0,vacant,1550.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,500,000"
,3.0,3.0,11.0,vacant,1550.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,510,000"
,3.0,3.0,9.0,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,000,000"
,3.0,3.0,3.0,vacant,1350.0,cumilla,"South Thakur Para, Thakur Para","৳5,130,000"
,3.0,3.0,9.0,vacant,1380.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,520,000"
,3.0,3.0,8.0,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,560,000"
,3.0,3.0,7.0,vacant,1200.0,cumilla,"Shaheed Shamsul Haque Sarak, Jhautola","৳4,750,000"
,3.0,3.0,11.0,vacant,1470.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,586,000"
,3.0,3.0,2.0,vacant,1400.0,cumilla,"North Race Course, Race Course","৳5,320,000"
,3.0,3.0,4.0,vacant,1350.0,cumilla,"South Thakur Para, Thakur Para","৳4,725,000"
,2.0,2.0,6.0,vacant,900.0,cumilla,"South Thakur Para, Thakur Para","৳3,150,000"
,3.0,3.0,5.0,vacant,1350.0,cumilla,"South Thakur Para, Thakur Para","৳5,130,000"
,3.0,3.0,10.0,vacant,1547.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳5,878,000"
,2.0,2.0,5.0,vacant,1080.0,cumilla,"South Thakur Para, Thakur Para","৳3,780,000"
,3.0,3.0,11.0,vacant,1550.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,500,000"
,3.0,3.0,11.0,vacant,1550.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,510,000"
,3.0,3.0,9.0,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola","৳6,000,000"
,3.0,3.0,3.0,vacant,1350.0,cumilla,"South Thakur Para, Thakur Para","৳5,130,000"
,3.0,2.0,8.0,vacant,1025.0,cumilla,"Manoharpur, Kandirpar","৳5,500,000"
,3.0,3.0,9.0,vacant,1200.0,cumilla,"Manoharpur, Kandirpar","৳5,500,000"
,3.0,3.0,9.0,vacant,1380.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,520,000"
,3.0,3.0,8.0,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,560,000"
,3.0,3.0,1.0,vacant,1415.0,cumilla,"Mogbari Choumohoni, Chotora","৳5,660,000"
,3.0,3.0,3.0,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora","৳5,785,000"
,3.0,3.0,11.0,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon","৳5,900,000"
,2.0,2.0,8.0,vacant,985.0,cumilla,"West Bagichagoun, Bagichagaon","৳3,940,000"
,3.0,3.0,7.0,vacant,1013.0,cumilla,"Manoharpur, Kandirpar","৳5,000,000"
,2.0,2.0,8.0,vacant,1050.0,cumilla,"Shah Shuja Mosque Road, Moghultoli","৳4,200,000"
,2.0,2.0,8.0,vacant,1020.0,cumilla,"Shah Shuja Mosque Road, Moghultoli","৳4,080,000"
,2.0,2.0,7.0,vacant,1050.0,cumilla,"Shah Shuja Mosque Road, Moghultoli","৳4,200,000"
,2.0,2.0,1.0,vacant,1050.0,cumilla,"Shah Shuja Mosque Road, Moghultoli","৳4,410,000"
,2.0,2.0,7.0,vacant,1020.0,cumilla,"Shah Shuja Mosque Road, Moghultoli","৳4,080,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳3,375,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳6,500,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳5,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳3,375,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳5,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳3,900,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳3,375,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳5,000,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2880.0,narayanganj-city,"Rupganj, Narayanganj","৳13,000,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,9000.0,narayanganj-city,"Rupganj, Narayanganj","৳15,000,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,3600.0,narayanganj-city,"Rupganj, Narayanganj","৳7,625,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
,2.8,2.4,1.0,vacant,2160.0,narayanganj-city,"Rupganj, Narayanganj","৳4,575,000"
