Dormitorios,Banos,Piso,Estado_ocupacion,Area_m2,Ciudad,Ubicacion,Precio_Takas,Categoria_precio,Precio_por_m2
3,3,1,vacant,4.0,Narayanganj-City,"Bashundhara R/A, Dhaka",30000000,Alto,7500000.0
3,3,1,vacant,6.0,Narayanganj-City,"Modhu City, Dhaka",13799999,Alto,2300000.0
4,4,1,vacant,2850.0,Narayanganj-City,"Bashundhara R/A, Dhaka",34200000,Alto,12000.0
4,3,1,vacant,1680.0,Narayanganj-City,"Aftab Nagar, Dhaka",13400000,Alto,7976.0
3,3,1,vacant,10.0,Narayanganj-City,"Mohammadpur, Dhaka",24000000,Alto,2400000.0
3,3,1,vacant,5.0,Narayanganj-City,"Basila, Dhaka",7000000,Medio,1400000.0
4,4,1,vacant,2450.0,Narayanganj-City,"Bashundhara R/A, Dhaka",29400000,Alto,12000.0
3,3,1,vacant,3.0,Narayanganj-City,"Purbachal, Dhaka",3000000,Bajo,1000000.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",6000000,Medio,1200000.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",11600000,Medio,3866667.0
4,5,1,vacant,2225.0,Narayanganj-City,"Bashundhara R/A, Dhaka",24200000,Alto,10876.0
3,3,1,vacant,1815.0,Narayanganj-City,"Uttara, Dhaka",16200000,Alto,8926.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",19300000,Alto,3860000.0
3,3,1,vacant,3.0,Narayanganj-City,"Mohammadpur, Dhaka",9900000,Medio,3300000.0
3,3,1,vacant,6.0,Narayanganj-City,"Keraniganj, Dhaka",23200000,Alto,3866667.0
3,3,1,vacant,5.0,Narayanganj-City,"Mohammadpur, Dhaka",7500000,Medio,1500000.0
3,3,1,vacant,6.0,Narayanganj-City,"Keraniganj, Dhaka",22799999,Alto,3800000.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",11000000,Medio,2200000.0
3,3,1,vacant,2162.1600969620517,Narayanganj-City,"Mirpur 6, Dhaka",32500000,Alto,15031.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",11000000,Medio,2200000.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",11399999,Medio,3800000.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",19000000,Alto,3800000.0
3,3,1,vacant,6.0,Narayanganj-City,"Keraniganj, Dhaka",21100000,Alto,3516667.0
3,3,1,vacant,6.0,Narayanganj-City,"Keraniganj, Dhaka",21000000,Alto,3500000.0
3,3,1,vacant,3.0,Narayanganj-City,"Mohammadpur, Dhaka",4500000,Bajo,1500000.0
3,3,1,vacant,9.0,Narayanganj-City,"Keraniganj, Dhaka",31500000,Alto,3500000.0
3,3,1,vacant,5.0,Narayanganj-City,"Mohammadpur, Dhaka",16500000,Alto,3300000.0
3,3,1,vacant,3.0,Narayanganj-City,"Mohammadpur, Dhaka",9900000,Medio,3300000.0
3,3,1,vacant,2162.1600969620517,Narayanganj-City,"Mirpur 12, Dhaka",58000000,Alto,26825.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",9900000,Medio,3300000.0
3,3,1,vacant,4.0,Narayanganj-City,"Basila, Dhaka",18000000,Alto,4500000.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",12300000,Medio,4100000.0
3,3,1,vacant,6.0,Narayanganj-City,"Keraniganj, Dhaka",21200000,Alto,3533333.0
3,3,1,vacant,3.0,Narayanganj-City,"Mohammadpur, Dhaka",4500000,Bajo,1500000.0
3,3,1,vacant,3.0,Narayanganj-City,"Mohammadpur, Dhaka",9900000,Medio,3300000.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",10500000,Medio,3500000.0
3,3,1,vacant,3.0,Narayanganj-City,"Mohammadpur, Dhaka",9900000,Medio,3300000.0
3,3,1,vacant,4.0,Narayanganj-City,"Bashundhara R/A, Dhaka",34000000,Alto,8500000.0
4,4,1,vacant,2000.0,Narayanganj-City,"Jolshiri Abason, Dhaka",10400000,Medio,5200.0
3,3,1,vacant,6.0,Narayanganj-City,"Keraniganj, Dhaka",21300000,Alto,3550000.0
3,3,1,vacant,5.0,Narayanganj-City,"Mohammadpur, Dhaka",7500000,Medio,1500000.0
3,3,1,vacant,3.0,Narayanganj-City,"Basila, Dhaka",90000000,Alto,30000000.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",6750000,Medio,1350000.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",11600000,Medio,3866667.0
3,4,1,vacant,1655.0,Narayanganj-City,"Dhanmondi, Dhaka",25800000,Alto,15589.0
4,5,1,vacant,2800.0,Narayanganj-City,"Jolshiri Abason, Dhaka",34100000,Alto,12179.0
3,3,1,vacant,1695.0,Narayanganj-City,"Banasree, Dhaka",14600000,Alto,8614.0
3,3,1,vacant,5.0,Narayanganj-City,"Basila, Dhaka",17500000,Alto,3500000.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",15100000,Alto,3020000.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",3300000,Bajo,1100000.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",11399999,Medio,3800000.0
3,3,1,vacant,1600.0,Narayanganj-City,"Aftab Nagar, Dhaka",12300000,Medio,7688.0
3,3,1,vacant,5.0,Narayanganj-City,"Mohammadpur, Dhaka",7500000,Medio,1500000.0
3,3,1,vacant,10.0,Narayanganj-City,"Keraniganj, Dhaka",23000000,Alto,2300000.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",11500000,Medio,2300000.0
3,3,1,vacant,10.0,Narayanganj-City,"Keraniganj, Dhaka",38600000,Alto,3860000.0
3,3,1,vacant,5.0,Narayanganj-City,"Basila, Dhaka",17600000,Alto,3520000.0
3,2,1,vacant,1150.0,Narayanganj-City,"Monipur, Dhaka",7200000,Medio,6261.0
3,3,1,vacant,6.0,Narayanganj-City,"Mohammadpur, Dhaka",21000000,Alto,3500000.0
3,3,1,vacant,3.0,Narayanganj-City,"Basila, Dhaka",6000000,Medio,2000000.0
3,3,1,vacant,3.0,Narayanganj-City,"Bashundhara R/A, Dhaka",19500000,Alto,6500000.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",5500000,Medio,1100000.0
3,3,1,vacant,1700.0,Narayanganj-City,"Jolshiri Abason, Dhaka",8840000,Medio,5200.0
3,3,1,vacant,9.0,Narayanganj-City,"Keraniganj, Dhaka",31500000,Alto,3500000.0
3,3,1,vacant,4.0,Narayanganj-City,"Mohammadpur, Dhaka",13200000,Alto,3300000.0
3,3,1,vacant,4.0,Narayanganj-City,"Keraniganj, Dhaka",17600000,Alto,4400000.0
3,3,1,vacant,4.0,Narayanganj-City,"Keraniganj, Dhaka",18000000,Alto,4500000.0
3,3,1,vacant,6.0,Narayanganj-City,"Keraniganj, Dhaka",21600000,Alto,3600000.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",10500000,Medio,3500000.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",7500000,Medio,1500000.0
3,3,1,vacant,5.0,Narayanganj-City,"Mohammadpur, Dhaka",7500000,Medio,1500000.0
3,3,1,vacant,3.0,Narayanganj-City,"Mohammadpur, Dhaka",9900000,Medio,3300000.0
3,3,1,vacant,4.0,Narayanganj-City,"Mohammadpur, Dhaka",13200000,Alto,3300000.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",9900000,Medio,3300000.0
3,3,1,vacant,1450.0,Narayanganj-City,"Bashundhara R/A, Dhaka",6959999,Medio,4800.0
3,3,1,vacant,3.0,Narayanganj-City,"Basila, Dhaka",9060000,Medio,3020000.0
3,3,1,vacant,5.0,Narayanganj-City,"Basila, Dhaka",20099999,Alto,4020000.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",9900000,Medio,3300000.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",11600000,Medio,3866667.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",6500000,Medio,1300000.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",11600000,Medio,3866667.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",6750000,Medio,1350000.0
3,3,1,vacant,3.0,Narayanganj-City,"Keraniganj, Dhaka",11600000,Medio,3866667.0
3,3,1,vacant,1210.0,Narayanganj-City,"Malotinagar, Bogra",7368000,Medio,6089.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",16000000,Alto,3200000.0
3,3,1,vacant,5.0,Narayanganj-City,"Keraniganj, Dhaka",6350000,Medio,1270000.0
3,2,1,vacant,1025.0,Narayanganj-City,"Uttara, Dhaka",5733000,Medio,5593.0
3,3,1,vacant,3.0,Narayanganj-City,"Purbachal, Dhaka",18900000,Alto,6300000.0
3,4,1,vacant,1850.0,Narayanganj-City,"Dhanmondi, Dhaka",26800000,Alto,14486.0
3,3,1,vacant,1770.0,Narayanganj-City,"Bashundhara R/A, Dhaka",18900000,Alto,10678.0
2,2,1,vacant,650.0,Narayanganj-City,"Mirpur 11, Dhaka",3250000,Bajo,5000.0
3,3,1,vacant,1320.0,Narayanganj-City,"Elephant Road, Dhaka",14500000,Alto,10985.0
3,4,1,vacant,1550.0,Narayanganj-City,"Uttara, Dhaka",15500000,Alto,10000.0
4,4,1,vacant,1600.0,Narayanganj-City,"Zinda Bazar, Sylhet",10400000,Medio,6500.0
2,2,1,vacant,750.0,Narayanganj-City,"Mirpur 10, Dhaka",3270000,Bajo,4360.0
3,3,1,vacant,1694.0,Narayanganj-City,"Uttara, Dhaka",16900000,Alto,9976.0
3,3,1,vacant,1524.0,Narayanganj-City,"Vatara, Dhaka",8530000,Medio,5597.0
3,3,1,vacant,1250.0,Narayanganj-City,"Keraniganj, Dhaka",2625000,Bajo,2100.0
4,4,1,vacant,2850.0,Narayanganj-City,"Jolshiri Abason, Dhaka",38500000,Alto,13509.0
3,3,1,vacant,1300.0,Narayanganj-City,"Uttara, Dhaka",9100000,Medio,7000.0
3,3,1,vacant,1370.0,Narayanganj-City,"Uttara, Dhaka",8220000,Medio,6000.0
4,4,1,vacant,2100.0,Narayanganj-City,"Keraniganj, Dhaka",4401000,Bajo,2096.0
4,4,1,vacant,1540.0,Narayanganj-City,"Badda, Dhaka",11500000,Medio,7468.0
4,3,1,vacant,1850.0,Narayanganj-City,"Mohammadpur, Dhaka",9990000,Medio,5400.0
3,3,1,vacant,1550.0,Narayanganj-City,"Bashundhara Riverview, Dhaka",13500000,Alto,8710.0
3,3,1,vacant,1600.0,Narayanganj-City,"Uttara, Dhaka",14500000,Alto,9062.0
3,3,1,vacant,5.0,Narayanganj-City,"Uttar Khan, Dhaka",9000000,Medio,1800000.0
3,3,1,vacant,1405.0,Narayanganj-City,"Khilgaon, Dhaka",7676000,Medio,5463.0
3,3,1,vacant,1400.0,Narayanganj-City,"Keraniganj, Dhaka",3920000,Bajo,2800.0
3,3,1,vacant,1300.0,Narayanganj-City,"Basila, Dhaka",6880000,Medio,5292.0
3,3,1,vacant,1400.0,Narayanganj-City,"Shewrapara, Dhaka",9820000,Medio,7014.0
4,4,1,vacant,1936.0,Narayanganj-City,"Banasree, Dhaka",17300000,Alto,8936.0
3,3,1,vacant,1200.0,Narayanganj-City,"Bashundhara Riverview, Dhaka",5700000,Medio,4750.0
3,2,1,vacant,1000.0,Narayanganj-City,"Keraniganj, Dhaka",4400000,Bajo,4400.0
3,2,1,vacant,1100.0,Narayanganj-City,"Jatrabari, Dhaka",5800000,Medio,5273.0
3,3,1,vacant,5.0,Narayanganj-City,"Uposhohor, Bogra",10000000,Medio,2000000.0
3,3,1,vacant,1850.0,Narayanganj-City,"Bashundhara R/A, Dhaka",17600000,Alto,9514.0
3,3,1,vacant,1700.0,Narayanganj-City,"Kallyanpur, Dhaka",11900000,Medio,7000.0
3,3,1,vacant,1200.0,Narayanganj-City,"Savar, Dhaka",1350000,Bajo,1125.0
3,2,1,vacant,1450.0,Narayanganj-City,"Uposhohor, Bogra",5800000,Medio,4000.0
3,2,1,vacant,915.0,Narayanganj-City,"Basila, Dhaka",4758000,Bajo,5200.0
3,3,1,vacant,1600.0,Narayanganj-City,"Bashundhara R/A, Dhaka",12300000,Medio,7688.0
4,5,1,vacant,2850.0,Narayanganj-City,"Jolshiri Abason, Dhaka",29900000,Alto,10491.0
4,5,1,vacant,2077.0,Narayanganj-City,"Bashundhara R/A, Dhaka",20900000,Alto,10063.0
3,3,1,vacant,1100.0,Narayanganj-City,"Ashulia, Dhaka",4400000,Bajo,4000.0
4,4,1,vacant,2750.0,Narayanganj-City,"Jolshiri Abason, Dhaka",27500000,Alto,10000.0
3,3,1,vacant,3.0,Narayanganj-City,"Bashundhara R/A, Dhaka",27000000,Alto,9000000.0
3,3,1,vacant,5.0,Narayanganj-City,"Narayangonj Sadar, Narayanganj",2500000,Bajo,500000.0
3,3,1,vacant,1300.0,Narayanganj-City,"Mirpur 12, Dhaka",10100000,Medio,7769.0
3,3,1,vacant,1200.0,Narayanganj-City,"Dhanmondi, Dhaka",9850000,Medio,8208.0
3,4,1,vacant,2000.0,Narayanganj-City,"Mirpur DOHS, Dhaka",28300000,Alto,14150.0
3,3,1,vacant,1250.0,Narayanganj-City,"Keraniganj, Dhaka",3888000,Bajo,3110.0
3,2,1,vacant,1170.0,Narayanganj-City,"Cantonment, Dhaka",7020000,Medio,6000.0
3,2,1,vacant,1120.0,Narayanganj-City,"Dhanmondi, Dhaka",11800000,Medio,10536.0
2,2,1,vacant,650.0,Narayanganj-City,"Banasree, Dhaka",5200000,Medio,8000.0
4,3,1,vacant,1700.0,Narayanganj-City,"Uttara, Dhaka",12000000,Medio,7059.0
3,3,1,vacant,1350.0,Narayanganj-City,"Agrabad, Chittagong",5400000,Medio,4000.0
4,3,1,vacant,1860.0,Narayanganj-City,"Khilgaon, Dhaka",15000000,Alto,8065.0
4,4,1,vacant,2160.0,Narayanganj-City,"Moghbazar, Dhaka",25900000,Alto,11991.0
2,2,1,vacant,887.0,Narayanganj-City,"Uttara, Dhaka",7103000,Medio,8008.0
3,3,1,vacant,1550.0,Narayanganj-City,"Mirpur 12, Dhaka",9025000,Medio,5823.0
3,2,1,vacant,980.0,Narayanganj-City,"Uposhohor, Bogra",1666000,Bajo,1700.0
3,3,1,vacant,4.0,Narayanganj-City,"Bashundhara R/A, Dhaka",4000000,Bajo,1000000.0
3,4,1,vacant,1780.0,Narayanganj-City,"Moghbazar, Dhaka",17700000,Alto,9944.0
3,3,1,vacant,1200.0,Narayanganj-City,"Khilgaon, Dhaka",6000000,Medio,5000.0
3,3,1,vacant,1195.0,Narayanganj-City,"Khilgaon, Dhaka",5100000,Medio,4268.0
3,2,1,vacant,1200.0,Narayanganj-City,"Mohammadpur, Dhaka",8400000,Medio,7000.0
3,2,1,vacant,1020.0,Narayanganj-City,"Uttara, Dhaka",5049000,Medio,4950.0
1,1,1,vacant,600.0,Narayanganj-City,"Himchori, Coxs Bazar",15000000,Alto,25000.0
3,3,1,vacant,5.0,Narayanganj-City,"Bashundhara R/A, Dhaka",42500000,Alto,8500000.0
3,3,1,vacant,1200.0,Narayanganj-City,"Lalbag, Dhaka",6900000,Medio,5750.0
3,3,1,vacant,3.0,Narayanganj-City,"Bashundhara R/A, Dhaka",19500000,Alto,6500000.0
4,4,1,vacant,1482.0,Narayanganj-City,"Savar, Dhaka",7409999,Medio,5000.0
3,3,1,vacant,1375.0,Narayanganj-City,"Gupibag, Dhaka",13100000,Alto,9527.0
3,3,1,vacant,1170.0,Narayanganj-City,"Badda, Dhaka",8483000,Medio,7250.0
3,3,1,vacant,5.0,Narayanganj-City,"Purbachal, Dhaka",3000000,Bajo,600000.0
3,3,1,vacant,10.0,Narayanganj-City,"Khan Jahan Ali, Khulna",8500000,Medio,850000.0
4,4,1,vacant,2250.0,Narayanganj-City,"Panchlaish, Chittagong",19100000,Alto,8489.0
4,3,1,vacant,1515.0,Narayanganj-City,"Basabo, Dhaka",6563000,Medio,4332.0
3,2,1,vacant,650.0,Narayanganj-City,"Mirpur 1, Dhaka",3250000,Bajo,5000.0
3,3,1,vacant,1200.0,Narayanganj-City,"Mirpur 11, Dhaka",7220000,Medio,6017.0
6,6,1,vacant,6500.0,Narayanganj-City,"Uttara, Dhaka",200000,Bajo,31.0
5,5,1,vacant,7000.0,Narayanganj-City,"Uttara, Dhaka",250000,Bajo,36.0
3,3,1,vacant,10.0,Narayanganj-City,"Uttara, Dhaka",65000000,Alto,6500000.0
3,3,1,vacant,1450.0,Narayanganj-City,"Aftab Nagar, Dhaka",13000000,Alto,8966.0
3,3,1,vacant,1708.0,Narayanganj-City,"Mirpur 14, Dhaka",15300000,Alto,8958.0
3,3,1,vacant,1448.0,Narayanganj-City,"Mirpur 12, Dhaka",8905000,Medio,6150.0
1,2,1,vacant,500.0,Narayanganj-City,"Mirpur 14, Dhaka",2500000,Bajo,5000.0
3,3,1,vacant,2162.1600969620517,Narayanganj-City,"Mirpur 12, Dhaka",4000000,Bajo,1850.0
3,3,1,vacant,1500.0,Narayanganj-City,"Uttar Khan, Dhaka",7500000,Medio,5000.0
3,3,1,vacant,1200.0,Narayanganj-City,"Rayerbazar, Dhaka",8400000,Medio,7000.0
3,3,1,vacant,18.0,Narayanganj-City,"sadar, Mymensingh",11700000,Medio,650000.0
4,4,1,vacant,1600.0,Narayanganj-City,"Rupnagar, Dhaka",11200000,Medio,7000.0
3,3,1,vacant,2162.1600969620517,Narayanganj-City,"Kolatoli, Coxs Bazar",500000,Bajo,231.0
3,3,1,vacant,1300.0,Narayanganj-City,"Khilgaon, Dhaka",12500000,Medio,9615.0
3,2,1,vacant,1080.0,Narayanganj-City,"Matuail, Dhaka",4212000,Bajo,3900.0
3,3,1,vacant,1100.0,Narayanganj-City,"Basila, Dhaka",4400000,Bajo,4000.0
3,3,1,vacant,1150.0,Narayanganj-City,"Basila, Dhaka",8740000,Medio,7600.0
3,2,1,vacant,1160.0,Narayanganj-City,"Banasree, Dhaka",7540000,Medio,6500.0
3,3,1,vacant,2162.1600969620517,Narayanganj-City,"Dhanmondi, Dhaka",81600000,Alto,37740.0
4,4,1,vacant,3600.0,Narayanganj-City,"Uttara, Dhaka",324000,Bajo,90.0
3,3,1,vacant,3000.0,Narayanganj-City,"Gulshan 02, Dhaka",204000,Bajo,68.0
3,3,1,vacant,3.0,Narayanganj-City,"Bashundhara R/A, Dhaka",19500000,Alto,6500000.0
3,3,1,vacant,4.0,Narayanganj-City,"Gazipur Sadar, Gazipur",4800000,Bajo,1200000.0
3,3,1,vacant,1290.0,Narayanganj-City,"Shantinagar, Dhaka",9185000,Medio,7120.0
4,4,1,vacant,2488.0,Narayanganj-City,"Bashundhara R/A, Dhaka",23600000,Alto,9486.0
3,2,1,vacant,1000.0,Narayanganj-City,"Shewrapara, Dhaka",4200000,Bajo,4200.0
3,3,1,vacant,43.0,Narayanganj-City,"sadar, Mymensingh",430000,Bajo,10000.0
3,3,1,vacant,1550.0,Narayanganj-City,"Aftab Nagar, Dhaka",10100000,Medio,6516.0
3,2,1,vacant,950.0,Narayanganj-City,"Mirpur 2, Dhaka",5225000,Medio,5500.0
3,3,1,vacant,127000.0,Narayanganj-City,"Demra, Dhaka",2540000,Bajo,20.0
3,4,1,vacant,1872.0,Narayanganj-City,"Mirpur 13, Dhaka",16100000,Alto,8600.0
4,4,1,vacant,3000.0,Narayanganj-City,"Gulshan 02, Dhaka",45900000,Alto,15300.0
3,3,1,vacant,2200.0,Narayanganj-City,"Uttara, Dhaka",176000,Bajo,80.0
6,6,1,vacant,7500.0,Narayanganj-City,"Mohammadpur, Dhaka",350000,Bajo,47.0
3,3,1,vacant,6.0,Narayanganj-City,"Lobon Chora, Khulna",4200000,Bajo,700000.0
3,3,1,vacant,3.0,Narayanganj-City,"Mirpur DOHS, Dhaka",15000000,Alto,5000000.0
2,2,1,vacant,950.0,Narayanganj-City,"Dhanmondi, Dhaka",8550000,Medio,9000.0
3,2,1,vacant,1300.0,Narayanganj-City,"Shahporan , Sylhet",6500000,Medio,5000.0
2,2,1,vacant,710.0,Narayanganj-City,"Narinda, Dhaka",3053000,Bajo,4300.0
3,2,1,vacant,1050.0,Narayanganj-City,"Jatrabari, Dhaka",4515000,Bajo,4300.0
3,3,1,vacant,2162.1600969620517,Narayanganj-City,"Dhanmondi, Dhaka",663000,Bajo,307.0
3,3,1,vacant,1300.0,Narayanganj-City,"Ashkona, Dhaka",5590000,Medio,4300.0
3,3,1,vacant,1210.0,Narayanganj-City,"Rampura, Dhaka",7218000,Medio,5965.0
3,3,1,vacant,1550.0,Narayanganj-City,"Mirpur 1, Dhaka",8525000,Medio,5500.0
3,3,1,vacant,5.0,Narayanganj-City,"Jolshiri Abason, Dhaka",65000000,Alto,13000000.0
3,4,1,vacant,1800.0,Narayanganj-City,"Mohammadpur, Dhaka",12000000,Medio,6667.0
3,3,1,vacant,1200.0,Narayanganj-City,"Demra, Dhaka",7200000,Medio,6000.0
3,3,1,vacant,1730.0,Narayanganj-City,"Mirpur DOHS, Dhaka",23700000,Alto,13699.0
2,2,1,vacant,931.0,Narayanganj-City,"Dhanmondi, Dhaka",8286000,Medio,8900.0
3,3,1,vacant,5.0,Narayanganj-City,"Kawran Bazar, Dhaka",60000000,Alto,12000000.0
3,3,1,vacant,1200.0,Narayanganj-City,"Khilgaon, Dhaka",9360000,Medio,7800.0
2,2,1,vacant,650.0,Narayanganj-City,"Kalshi, Dhaka",4000000,Bajo,6154.0
3,3,1,vacant,10.0,Narayanganj-City,"Ashulia, Dhaka",12500000,Medio,1250000.0
3,3,1,vacant,5.0,Narayanganj-City,"Uttara, Dhaka",70000000,Alto,14000000.0
3,3,1,vacant,5.0,Narayanganj-City,"Purbachal, Dhaka",25000000,Alto,5000000.0
3,3,1,vacant,5.0,Narayanganj-City,"Purbachal, Dhaka",3500000,Bajo,700000.0
3,3,1,vacant,1260.0,Narayanganj-City,"Agargaon, Dhaka",5670000,Medio,4500.0
3,3,1,vacant,1400.0,Narayanganj-City,"Khilkhet, Dhaka",8400000,Medio,6000.0
3,3,1,vacant,3.0,Narayanganj-City,"Khandar, Bogra",5400000,Medio,1800000.0
3,3,1,vacant,1550.0,Narayanganj-City,"Basila, Dhaka",7284999,Medio,4700.0
3,3,1,vacant,1375.0,Narayanganj-City,"Mirpur 11, Dhaka",10400000,Medio,7564.0
3,3,1,vacant,1550.0,Narayanganj-City,"Aftab Nagar, Dhaka",13200000,Alto,8516.0
3,3,1,vacant,1600.0,Narayanganj-City,"Bashundhara R/A, Dhaka",14100000,Alto,8812.0
3,4,1,vacant,1515.0,Narayanganj-City,"Bashundhara R/A, Dhaka",11500000,Medio,7591.0
3,3,1,vacant,1480.0,Narayanganj-City,"Shantinagar, Dhaka",10600000,Medio,7162.0
3,2,1,vacant,1080.0,Narayanganj-City,"Kazipara, Dhaka",4536000,Bajo,4200.0
4,3,1,vacant,1403.0,Narayanganj-City,"Badda, Dhaka",8718000,Medio,6214.0
3,3,1,vacant,1200.0,Narayanganj-City,"Hemayetpur, Dhaka",5640000,Medio,4700.0
3,3,1,vacant,3.0,Narayanganj-City,"Aftab Nagar, Dhaka",45000000,Alto,15000000.0
3,3,1,vacant,6.0,Narayanganj-City,"Savar, Dhaka",12000000,Medio,2000000.0
4,3,1,vacant,1650.0,Narayanganj-City,"Mirpur 13, Dhaka",12200000,Medio,7394.0
4,3,1,vacant,1500.0,Narayanganj-City,"Banasree, Dhaka",10200000,Medio,6800.0
3,3,1,vacant,1483.0,Narayanganj-City,"Aftab Nagar, Dhaka",11200000,Medio,7552.0
3,3,1,vacant,1226.0,Narayanganj-City,"Mirpur 10, Dhaka",9534000,Medio,7777.0
4,3,1,vacant,1980.0,Narayanganj-City,"Azimpur, Dhaka",20099999,Alto,10152.0
3,3,1,vacant,3.0,Narayanganj-City,"Purbachal, Dhaka",869999,Bajo,290000.0
3,3,1,vacant,800.0,Narayanganj-City,"Karatia, Tangail",40000000,Alto,50000.0
3,3,1,vacant,1420.0,Narayanganj-City,"Basabo, Dhaka",7809999,Medio,5500.0
3,2,1,vacant,1100.0,Narayanganj-City,"Malibag, Dhaka",6600000,Medio,6000.0
3,4,1,vacant,2410.0,Narayanganj-City,"Dhanmondi, Dhaka",42500000,Alto,17635.0
3,4,1,vacant,1400.0,Narayanganj-City,"Bayazid, Chittagong",7398999,Medio,5285.0
4,3,1,vacant,1800.0,Narayanganj-City,"Basila, Dhaka",8550000,Medio,4750.0
3,3,1,vacant,1398.0,Narayanganj-City,"Badda, Dhaka",6431000,Medio,4600.0
3,3,1,vacant,1370.0,Narayanganj-City,"Khilkhet, Dhaka",6781999,Medio,4950.0
3,2,1,vacant,1030.0,Narayanganj-City,"Rupnagar, Dhaka",6280000,Medio,6097.0
6,5,1,vacant,1089.0,Narayanganj-City,"Khan Jahan Ali, Khulna",3267000,Bajo,3000.0
3,3,1,vacant,5.0,Narayanganj-City,"Bashundhara R/A, Dhaka",25000000,Alto,5000000.0
3,4,1,vacant,1553.0,Narayanganj-City,"Mirpur 14, Dhaka",15500000,Alto,9981.0
3,3,1,vacant,1350.0,Narayanganj-City,"Adabor, Dhaka",9450000,Medio,7000.0
3,4,1,vacant,2250.0,Narayanganj-City,"Bashundhara R/A, Dhaka",28100000,Alto,12489.0
3,3,1,vacant,1090.0,Narayanganj-City,"Savar, Dhaka",5502000,Medio,5048.0
2,3,1,vacant,1250.0,Narayanganj-City,"Mirpur 12, Dhaka",9000000,Medio,7200.0
3,3,1,vacant,20.0,Narayanganj-City,"Narayangonj Sadar, Narayanganj",50000000,Alto,2500000.0
3,3,1,vacant,1500.0,Narayanganj-City,"Elephant Road, Dhaka",17300000,Alto,11533.0
4,3,1,vacant,1507.0,Narayanganj-City,"Sabujbag, Dhaka",8590000,Medio,5700.0
3,2,1,vacant,1350.0,Narayanganj-City,"Jatrabari, Dhaka",7800000,Medio,5778.0
5,3,1,vacant,1476.0,Narayanganj-City,"Kalabagan, Dhaka",14800000,Alto,10027.0
4,5,1,vacant,2400.0,Narayanganj-City,"Bashundhara R/A, Dhaka",26400000,Alto,11000.0
3,3,1,vacant,1250.0,Narayanganj-City,"Khilkhet, Dhaka",10000000,Medio,8000.0
3,3,1,vacant,1075.0,Narayanganj-City,"Shewrapara, Dhaka",7525000,Medio,7000.0
3,3,1,vacant,22.0,Narayanganj-City,"Gazipur Sadar, Gazipur",192000,Bajo,8727.0
3,3,1,vacant,23.0,Narayanganj-City,"Narayangonj Sadar, Narayanganj",25600000,Alto,1113043.0
4,5,1,vacant,3030.0,Narayanganj-City,"Bashundhara R/A, Dhaka",55100000,Alto,18185.0
3,3,1,vacant,5.0,Narayanganj-City,"Tongi, Gazipur",7500000,Medio,1500000.0
3,3,1,vacant,1740.0,Narayanganj-City,"Khulshi, Chittagong",9600000,Medio,5517.0
3,3,1,vacant,1300.0,Narayanganj-City,"Mirpur 12, Dhaka",8000000,Medio,6154.0
3,2,1,vacant,1085.0,Narayanganj-City,"Wari, Dhaka",8078000,Medio,7445.0
3,3,1,vacant,1200.0,Narayanganj-City,"Keraniganj, Dhaka",2400000,Bajo,2000.0
3,3,1,vacant,1225.0,Narayanganj-City,"Pahartali, Chittagong",4900000,Bajo,4000.0
3,3,1,vacant,1159.0,Narayanganj-City,"Lalbag, Dhaka",5216000,Medio,4500.0
